,NEUT,Pred_NEUT
0,328.7268,-1026.0691616610986
1,328.8792,-1026.0773251040212
2,329.184,-1026.101348832644
3,330.2508,-1026.097261362213
4,332.994,-1026.144830721374
5,333.1464,-1026.1606910070743
6,333.4512,-1026.154074438015
7,333.6036,-1026.1469422443342
8,333.756,-1026.1244653895744
9,337.1088,-1026.1128166518552
10,337.4136,-1026.1444881987793
11,337.566,-1026.1909397576856
12,338.0232,-1026.2460703841352
13,338.1756,-1026.2543318760104
14,338.32800000000003,-1026.0863994000933
15,338.4804,-1025.5433316315934
16,338.6328,-1025.007617534537
17,338.7852,-1025.4747481245013
18,338.9376,-1026.5856191126502
19,339.09,-1026.3418457719101
20,339.2424,-1025.0866484607986
21,339.3948,-1024.3821921163467
22,339.5472,-1024.397562157284
23,339.852,-1024.4062412248275
24,340.3092,-71.9179227627705
25,340.4616,-71.94257629222611
26,340.61400000000003,-71.95109056901569
27,340.7664,-71.96056468577143
28,340.9188,-71.95636556574138
29,341.0712,-71.9720946195215
30,341.2236,-71.97376997972074
31,341.376,-71.97645222503589
32,341.5284,-71.98131211975897
33,341.6808,-71.97024856263454
34,341.8332,-71.99286576084737
35,341.9856,-71.99663669129592
36,342.13800000000003,-71.9882292673761
37,342.2904,-71.97663020983936
38,342.4428,-71.99022252139015
39,342.5952,-72.00103479959891
40,342.7476,-72.00224735717282
41,342.9,-71.98369479811029
42,343.0524,-71.9605599008824
43,343.2048,-71.94229779116894
44,343.3572,-71.93868837810524
45,343.5096,-71.94659581526582
46,343.662,-71.95270092665177
47,343.8144,-71.9565963373916
48,343.9668,-71.96465976864474
49,344.1192,-71.97375380172991
50,344.2716,-71.98522507227548
51,344.42400000000004,-71.9961320061822
52,344.5764,-71.99998141269944
53,344.7288,-71.98363383933848
54,344.8812,-71.92334655515259
55,345.0336,-71.9534607336083
56,345.186,-71.8834288598255
57,345.3384,-71.9359865474713
58,345.4908,-71.87743977557966
59,345.6432,-71.95840128565675
60,345.7956,-72.01247213967062
61,345.94800000000004,-72.0304952140925
62,346.1004,-72.04217085761249
63,346.2528,-72.04252401889246
64,346.4052,-72.04093269006651
65,346.5576,-72.04574276815666
66,346.71,-72.04483269952567
67,346.8624,-72.03790540218678
68,347.0148,-72.01556769732113
69,347.1672,-72.0487461823642
70,347.3196,-72.05165616006798
71,347.472,-72.05571576424748
72,347.6244,-72.05682140967672
73,347.7768,-72.05689838021159
74,347.9292,-72.0584632366141
75,348.0816,-72.0544479232335
76,348.23400000000004,-72.052292656725
77,348.3864,-72.04980027981364
78,348.5388,-72.0466344728608
79,348.6912,-72.04201890757366
80,348.8436,-72.04292856293947
81,348.996,-72.04193114231126
82,349.1484,-72.00591168084682
83,349.3008,-71.90210121054454
84,349.4532,-71.80477718744315
85,349.6056,-72.33367811315463
86,349.75800000000004,-72.51021662809485
87,349.9104,-72.50192175902255
88,350.0628,-72.6132325471466
89,350.2152,-72.62706135265262
90,350.3676,-72.45116191946848
91,350.52,-72.3200695956943
92,350.6724,-72.09357642138623
93,350.8248,-71.90789855588868
94,350.9772,-71.83984900251113
95,351.1296,-71.79066191321093
96,351.282,-71.83604243185167
97,351.4344,-71.99151272900818
