,NEUT,Pred_NEUT
0,314.70599999999996,-994.8404645753474
1,316.3824,-998.8376978303514
2,316.8396,-998.8376978303514
3,317.1444,-998.8376978303514
4,317.4492,-998.8376978303514
5,318.0588,-998.8376978303514
6,318.2112,-998.8376978303514
7,318.51599999999996,-998.8376978303514
8,318.6684,-998.8376978303514
9,318.8208,-998.8376978303514
10,318.9732,-998.8376978303514
11,319.1256,-998.8376978303514
12,319.278,-998.8376978303514
13,319.4304,-998.8376978303514
14,319.5828,-998.8376978303514
15,319.8876,-998.8376978303514
16,320.04,-998.8376978303514
17,320.1924,-998.8376978303514
18,320.3448,-998.8376978303514
19,320.4972,-998.8376978303514
20,320.6496,-998.8376978303514
21,320.9544,-998.8376978303514
22,321.1068,-998.8376978303514
23,321.2592,-998.8376978303514
24,321.4116,-998.8376978303514
25,321.564,-998.8376978303514
26,321.7164,-998.8376978303514
27,321.8688,-998.8376978303514
28,322.0212,-998.8376978303514
29,322.1736,-998.8376978303514
30,322.32599999999996,-998.8376978303514
31,322.4784,-998.8376978303514
32,322.6308,-998.8376978303514
33,322.7832,-998.8376978303514
34,322.9356,-998.8376978303514
35,323.2404,-998.8376978303514
36,323.3928,-998.8376978303514
37,323.5452,-998.8376978303514
38,323.6976,-998.8376978303514
39,323.85,-998.8376978303514
40,324.0024,-998.8376978303514
41,324.1548,-998.8376978303514
42,324.3072,-998.8376978303514
43,324.4596,-998.8376978303514
44,324.612,-998.8376978303514
45,324.9168,-998.8376978303514
46,325.0692,-998.8376978303514
47,325.2216,-998.8376978303514
48,325.374,-998.8376978303514
49,325.5264,-998.8376978303514
50,325.6788,-998.8376978303514
51,325.8312,-998.8376978303514
52,325.9836,-998.8376978303514
53,326.2884,-998.8376978303514
54,326.5932,-998.8376978303514
55,326.7456,-998.8376978303514
56,326.89799999999997,-998.8376978303514
57,327.0504,-998.8376978303514
58,327.2028,-998.3668232455252
59,327.3552,-994.781642567562
60,327.5076,-998.8376978303514
61,327.66,-998.8376978303514
62,327.8124,-998.8376978303514
63,327.9648,-994.781642567562
64,328.1172,-994.781642567562
65,328.7268,-998.8376978303514
66,328.8792,-998.8376978303514
67,329.0316,-998.8376978303514
68,329.184,-998.8376978303514
69,329.6412,-998.8905975687841
70,329.7936,-998.8905975687841
71,329.94599999999997,-998.8905975687841
72,330.0984,-998.8905975687841
73,330.2508,-998.8905975687841
74,330.4032,-998.8905975687841
75,330.5556,-998.8905975687841
76,330.708,-998.8905975687841
77,330.8604,-998.8905975687841
78,331.0128,-998.8905975687841
79,331.1652,-998.8905975687841
80,331.3176,-998.8905975687841
81,331.47,-998.8905975687841
82,331.6224,-998.8905975687841
83,331.7748,-998.8905975687841
84,331.9272,-998.8905975687841
85,332.0796,-998.8905975687841
86,332.23199999999997,-998.8905975687841
87,332.3844,-998.8905975687841
88,332.5368,-998.8905975687841
89,332.6892,-998.8905975687841
90,332.8416,-998.8905975687841
91,332.994,-998.8905975687841
92,333.1464,-998.8905975687841
93,333.2988,-998.8905975687841
94,333.4512,-998.8905975687841
95,333.6036,-998.8905975687841
96,333.756,-998.8905975687841
97,333.9084,-998.8905975687841
98,334.0608,-998.8905975687841
99,334.2132,-998.8905975687841
100,334.3656,-998.8905975687841
101,334.51800000000003,-998.8905975687841
102,334.6704,-998.8905975687841
103,334.8228,-998.8905975687841
104,334.9752,-998.8905975687841
105,335.1276,-998.8905975687841
106,335.28,-998.8905975687841
107,335.4324,-998.8905975687841
108,335.5848,-998.8905975687841
109,335.7372,-998.8905975687841
110,335.8896,-998.8905975687841
111,336.042,-998.8905975687841
112,336.1944,-998.8905975687841
113,336.3468,-998.8905975687841
114,336.4992,-998.8905975687841
115,336.6516,-998.8905975687841
116,336.80400000000003,-998.8905975687841
117,336.9564,-998.8905975687841
118,337.2612,-998.8905975687841
119,337.4136,-998.8905975687841
120,337.566,-998.8905975687841
121,337.7184,-998.8905975687841
122,337.8708,-998.8905975687841
123,338.0232,-998.8905975687841
124,338.1756,-998.8905975687841
125,338.32800000000003,-998.8905975687841
126,338.4804,-998.8905975687841
127,338.6328,-998.8905975687841
128,338.7852,-998.8905975687841
129,338.9376,-998.8905975687841
130,339.2424,-998.8905975687841
131,339.3948,-998.8905975687841
132,339.5472,-998.8905975687841
133,339.6996,-998.8905975687841
134,339.852,-998.8905975687841
135,340.0044,-998.8905975687841
136,340.1568,-998.8905975687841
137,340.3092,-998.8905975687841
138,340.4616,-998.8905975687841
139,340.61400000000003,-998.8905975687841
140,340.7664,-998.8905975687841
141,340.9188,-998.8905975687841
142,341.0712,-998.8905975687841
143,341.2236,-998.8905975687841
144,341.376,-998.8905975687841
145,341.6808,-998.8905975687841
146,341.8332,-998.8905975687841
147,341.9856,-998.8905975687841
148,342.13800000000003,-998.8905975687841
149,342.2904,-998.8905975687841
150,342.4428,-998.8905975687841
151,342.5952,0.37405542527791036
152,342.7476,0.3789248666157702
153,342.9,0.38431722950451197
154,343.0524,0.3789248666157702
155,343.2048,0.37405542527791036
156,343.3572,0.37405542527791036
157,343.5096,0.37405542527791036
158,343.662,0.37546785530168714
159,343.8144,0.332961623706101
160,343.9668,0.36089249447808885
161,344.1192,0.3560230531402291
162,344.2716,0.37405542527791036
163,344.42400000000004,0.37405542527791036
164,344.5764,0.37546785530168714
165,344.7288,0.37546785530168714
166,344.8812,0.3874874292667213
167,345.0336,0.39079531318849925
168,345.186,0.39079531318849925
169,345.3384,0.38349592545171995
170,345.4908,0.38540295029975746
171,345.6432,0.3819459389856886
172,345.7956,0.39079531318849925
173,345.94800000000004,0.39079531318849925
174,346.1004,0.39079531318849925
175,346.2528,0.39079531318849925
176,346.4052,0.39079531318849925
177,346.5576,0.39079531318849925
178,346.71,0.39079531318849925
179,346.8624,0.39079531318849925
180,347.0148,0.39079531318849925
181,347.1672,0.39079531318849925
182,347.3196,0.39079531318849925
183,347.472,0.38540295029975746
