,NEUT,Pred_NEUT
0,314.70599999999996,-999.25
1,316.3824,-999.25
2,316.8396,-999.25
3,317.1444,-999.25
4,317.4492,-999.25
5,318.0588,-999.25
6,318.2112,-999.25
7,318.51599999999996,-999.25
8,318.6684,-999.25
9,318.8208,-999.25
10,318.9732,-999.25
11,319.1256,-999.25
12,319.278,-999.25
13,319.4304,-999.25
14,319.5828,-999.25
15,319.8876,-999.25
16,320.04,-999.25
17,320.1924,-999.25
18,320.3448,-999.25
19,320.4972,-999.25
20,320.6496,-999.25
21,320.9544,-999.25
22,321.1068,-999.25
23,321.2592,-999.25
24,321.4116,-999.25
25,321.564,-999.25
26,321.7164,-999.25
27,321.8688,-999.25
28,322.0212,-999.25
29,322.1736,-999.25
30,322.32599999999996,-999.25
31,322.4784,-999.25
32,322.6308,-999.25
33,322.7832,-999.25
34,322.9356,-999.25
35,323.2404,-999.25
36,323.3928,-999.25
37,323.5452,-999.25
38,323.6976,-999.25
39,323.85,-999.25
40,324.0024,-999.25
41,324.1548,-999.25
42,324.3072,-999.25
43,324.4596,-999.25
44,324.612,-999.25
45,324.9168,-999.25
46,325.0692,-999.25
47,325.2216,-999.25
48,325.374,-999.25
49,325.5264,-999.25
50,325.6788,-999.25
51,325.8312,-999.25
52,325.9836,-999.25
53,326.2884,-999.25
54,326.5932,-999.25
55,326.7456,-999.25
56,326.89799999999997,-999.25
57,327.0504,-999.25
58,327.2028,-999.25
59,327.3552,-999.25
60,327.5076,-999.25
61,327.66,-999.25
62,327.8124,-999.25
63,327.9648,-999.25
64,328.1172,-999.25
65,328.7268,-999.25
66,328.8792,-999.25
67,329.0316,-999.25
68,329.184,-999.25
69,329.6412,-999.25
70,329.7936,-999.25
71,329.94599999999997,-999.25
72,330.0984,-999.25
73,330.2508,-999.25
74,330.4032,-999.25
75,330.5556,-999.25
76,330.708,-999.25
77,330.8604,-999.25
78,331.0128,-999.25
79,331.1652,-999.25
80,331.3176,-999.25
81,331.47,-999.25
82,331.6224,-999.25
83,331.7748,-999.25
84,331.9272,-999.25
85,332.0796,-999.25
86,332.23199999999997,-999.25
87,332.3844,-999.25
88,332.5368,-999.25
89,332.6892,-999.25
90,332.8416,-999.25
91,332.994,-999.25
92,333.1464,-999.25
93,333.2988,-999.25
94,333.4512,-999.25
95,333.6036,-999.25
96,333.756,-999.25
97,333.9084,-999.25
98,334.0608,-999.25
99,334.2132,-999.25
100,334.3656,-999.25
101,334.51800000000003,-999.25
102,334.6704,-999.25
103,334.8228,-999.25
104,334.9752,-999.25
105,335.1276,-999.25
106,335.28,-999.25
107,335.4324,-999.25
108,335.5848,-999.25
109,335.7372,-999.25
110,335.8896,-999.25
111,336.042,-999.25
112,336.1944,-999.25
113,336.3468,-999.25
114,336.4992,-999.25
115,336.6516,-999.25
116,336.80400000000003,-999.25
117,336.9564,-999.25
118,337.2612,-999.25
119,337.4136,-999.25
120,337.566,-999.25
121,337.7184,-999.25
122,337.8708,-999.25
123,338.0232,-999.25
124,338.1756,-999.25
125,338.32800000000003,-999.25
126,338.4804,-999.25
127,338.6328,-999.25
128,338.7852,-999.25
129,338.9376,-999.25
130,339.2424,-999.25
131,339.3948,-999.25
132,339.5472,-999.25
133,339.6996,-999.25
134,339.852,-999.25
135,340.0044,-999.25
136,340.1568,-999.25
137,340.3092,-999.25
138,340.4616,-999.25
139,340.61400000000003,-999.25
140,340.7664,-999.25
141,340.9188,-999.25
142,341.0712,-999.25
143,341.2236,-999.25
144,341.376,-999.25
145,341.6808,-999.25
146,341.8332,-999.25
147,341.9856,-999.25
148,342.13800000000003,-999.25
149,342.2904,-999.25
150,342.4428,-999.25
151,342.5952,0.43952311999999993
152,342.7476,0.4366567199999999
153,342.9,0.42611891999999985
154,343.0524,0.4357778199999999
155,343.2048,0.4403027199999999
156,343.3572,0.43931802
157,343.5096,0.43776142
158,343.662,0.4269759033333333
159,343.8144,0.41273962
160,343.9668,0.42444612
161,344.1192,0.41720992
162,344.2716,0.4338249033333333
163,344.42400000000004,0.42613971999999994
164,344.5764,0.43734551999999993
165,344.7288,0.43643522
166,344.8812,0.43288851999999994
167,345.0336,0.44399812
168,345.186,0.41955201999999997
169,345.3384,0.42836941999999995
170,345.4908,0.43134792
171,345.6432,0.43488921999999997
172,345.7956,0.42839501999999996
173,345.94800000000004,0.44077192
174,346.1004,0.44018952
175,346.2528,0.43866362
176,346.4052,0.43424092
177,346.5576,0.43424092
178,346.71,0.43812661999999997
179,346.8624,0.43022782
180,347.0148,0.42918182
181,347.1672,0.43576482
182,347.3196,0.43093352000000007
183,347.472,0.42961511999999996
184,347.6244,0.45380292000000005
185,347.7768,0.44242792
186,347.9292,0.43627552
187,348.0816,0.44623651999999997
188,348.23400000000004,0.44242781999999997
189,348.3864,0.44008412
190,348.5388,0.44242792
191,348.6912,0.44242792
192,348.8436,0.44242792
193,348.996,0.43598252000000004
194,349.1484,0.44242792
195,349.3008,0.43417002
196,349.4532,0.42492181999999995
197,349.6056,0.43859205333333334
198,349.75800000000004,0.43731510333333334
199,349.9104,0.43626530333333335
200,350.0628,0.42924432
201,350.2152,0.42165701999999994
202,350.3676,0.42746972000000005
203,350.52,0.43141422
204,350.6724,0.42941872
205,350.8248,0.4252356033333333
206,350.9772,0.41771252
207,351.1296,0.41759041999999996
208,351.282,0.41178971999999997
209,351.4344,0.41759041999999996
210,351.5868,0.42535770333333334
211,351.7392,0.42528402
212,351.8916,0.42941872
213,352.04400000000004,0.41663422
214,352.1964,0.42202722000000004
215,352.3488,0.42247932
216,352.5012,0.41851111999999996
217,352.6536,0.4344830199999999
218,352.806,0.43567852
219,352.9584,0.45284872
220,353.1108,0.43163412
221,353.2632,0.43586412
222,353.4156,0.4450305
223,353.56800000000004,0.4802601999999999
224,353.7204,0.47918589999999994
225,353.8728,0.47830690000000003
226,354.0252,0.48055309999999996
227,354.1776,0.4677196
228,354.33,0.44580640000000005
229,354.4824,0.47151825
230,354.6348,0.4795688
231,354.7872,0.47395299999999996
232,354.9396,0.4777615999999999
233,355.092,0.47136500000000003
234,355.2444,0.46279190000000014
235,355.3968,0.48104140000000006
236,355.5492,0.47918589999999994
237,355.7016,0.4760037
238,355.85400000000004,0.47918589999999994
239,356.0064,0.47918589999999994
240,356.1588,0.47196760000000004
241,356.3112,0.45164953333333335
242,356.4636,0.45164953333333335
243,356.616,0.4580029333333333
244,356.7684,0.44581780000000004
245,356.9208,0.44133184999999997
246,357.0732,0.4841450000000001
247,357.2256,0.47426890000000005
248,357.37800000000004,0.47212090000000007
249,357.5304,0.47152089999999997
250,357.6828,0.47158035
251,357.8352,0.47685190000000005
252,357.9876,0.4707225000000001
253,358.14,0.491064
254,358.2924,0.48930629999999997
255,358.4448,0.49274209999999996
256,358.5972,0.47579460000000007
257,358.7496,0.45855630000000003
258,358.902,0.46708340000000004
259,359.0544,0.46666180000000007
260,359.2068,0.48220530000000006
261,359.3592,0.4693473000000001
262,359.5116,0.46739410000000003
263,359.664,0.46252750000000004
264,359.8164,0.4745532
265,359.9688,0.45895730000000007
266,360.1212,0.45594730000000006
267,360.2736,0.44474722
268,360.426,0.44836232000000004
269,360.5784,0.4376755200000001
