,NEUT,Pred_NEUT
0,314.70599999999996,-923.39795
1,316.3824,-1000.9022
2,316.8396,-1000.9022
3,317.1444,-1000.9022
4,317.4492,-1000.9022
5,318.0588,-1000.9022
6,318.2112,-1000.9022
7,318.51599999999996,-1000.9022
8,318.6684,-1000.9022
9,318.8208,-1000.9022
10,318.9732,-1000.9022
11,319.1256,-1000.9022
12,319.278,-1000.9022
13,319.4304,-1000.9022
14,319.5828,-1000.9022
15,319.8876,-1000.9022
16,320.04,-1000.9022
17,320.1924,-1000.9022
18,320.3448,-1000.9022
19,320.4972,-1000.9022
20,320.6496,-1000.9022
21,320.9544,-1000.9022
22,321.1068,-1000.9022
23,321.2592,-1000.9022
24,321.4116,-1000.9022
25,321.564,-1000.9022
26,321.7164,-1000.9022
27,321.8688,-1000.9022
28,322.0212,-1000.9022
29,322.1736,-1000.9022
30,322.32599999999996,-1000.9022
31,322.4784,-1000.9022
32,322.6308,-1000.9022
33,322.7832,-1000.9022
34,322.9356,-1000.9022
35,323.2404,-1000.9022
36,323.3928,-1000.9022
37,323.5452,-1000.9022
38,323.6976,-1000.9022
39,323.85,-1000.9022
40,324.0024,-1000.9022
41,324.1548,-1000.9022
42,324.3072,-1000.9022
43,324.4596,-1000.9022
44,324.612,-1000.9022
45,324.9168,-1000.9022
46,325.0692,-1000.9022
47,325.2216,-1000.9022
48,325.374,-1000.9022
49,325.5264,-1000.9022
50,325.6788,-1000.9022
51,325.8312,-1000.9022
52,325.9836,-1000.9022
53,326.2884,-1000.9022
54,326.5932,-1000.9022
55,326.7456,-1000.9022
56,326.89799999999997,-1000.9022
57,327.0504,-1000.9022
58,327.2028,-1000.9022
59,327.3552,-1000.9022
60,327.5076,-1000.9022
61,327.66,-1000.9022
62,327.8124,-1000.9022
63,327.9648,-1000.9022
64,328.1172,-1000.9022
65,328.7268,-1000.9022
66,328.8792,-1000.9022
67,329.0316,-1000.9022
68,329.184,-1000.9022
69,329.6412,-1000.9022
