,NEUT,Pred_NEUT
0,317.9064,-1027.7251330954334
1,318.2112,-1027.7282515545699
2,318.3636,-1027.7299263048387
3,318.9732,-1027.7359336627446
4,319.4304,-1027.7404958307484
5,320.6496,-1027.7522765430897
6,321.7164,-1027.7626135465634
7,325.2216,-1027.794198598636
8,327.8124,-1027.818048525179
9,327.9648,-1027.81833406497
10,328.1172,-1027.8207049015125
11,328.2696,-1027.821916087944
12,328.42199999999997,-1027.82312875541
13,328.5744,-1027.8157795617124
14,328.7268,-1027.8230081918227
15,328.8792,-1027.823293731614
16,329.0316,-1027.822886147201
17,329.184,-1027.819934145303
18,329.3364,-1027.8169806623707
19,329.4888,-1027.8133340552342
20,329.6412,-1027.8140831588628
21,329.7936,-1027.818303807651
22,329.94599999999997,-1027.8213677683977
23,330.0984,-1027.8225789548292
24,330.2508,-1027.8251793517381
25,330.4032,-1027.8259299364013
26,330.5556,-1027.8037689154253
27,330.708,-1027.8016255584323
28,330.8604,-1027.7983255133977
29,331.0128,-1027.8010429120422
30,331.1652,-1027.8093127094937
31,331.3176,-1027.7923590062567
32,331.6224,-1027.7982544053139
33,331.7748,-1027.8266573874494
34,331.9272,-1027.8595730820855
35,332.0796,-1027.8635626894722
36,332.23199999999997,-1027.8626930222565
37,332.3844,-1027.8182009612133
38,332.5368,-1027.8018263425147
39,332.6892,-1027.8007241528626
40,332.8416,-1027.8079527829732
41,332.994,-1027.8089344090379
42,333.1464,-1027.8128084957239
43,333.2988,-1027.8096224903557
44,333.4512,-1027.8050502365786
45,333.6036,-1027.8082297180258
46,333.756,-1027.808747780253
47,333.9084,-1027.8107705736588
48,334.0608,-1027.8065434009493
49,334.2132,-1027.8082196322528
50,334.3656,-1027.8091997772829
51,334.51800000000003,-1027.8031227923277
52,334.6704,-1027.802946249316
53,334.8228,-1027.8054311255244
54,334.9752,-1027.8042148962065
55,335.1276,-1027.8078564604566
56,335.28,-1027.8083745226838
57,335.4324,-1027.8087770642103
58,335.5848,-1027.8120720663583
59,335.7372,-1027.8080774160849
60,335.8896,-1027.8273394525186
61,336.042,-1027.8074932886602
62,336.1944,-1027.8087059561265
63,336.3468,-1027.8113063530354
64,336.4992,-1027.8251300303284
65,336.6516,-1027.8161605847517
66,336.80400000000003,-1027.8196881093356
67,336.9564,-1027.8213628596045
68,337.1088,-1027.8226910477713
69,337.2612,-1027.8230921082632
70,337.566,-1027.8273687364758
71,338.1756,-1027.8349948652262
72,338.32800000000003,-1027.8394465554159
73,338.4804,-1027.844708371545
74,338.7852,-1027.8479438324166
75,339.09,-1027.8428469924916
76,339.2424,-1087.8813025389454
77,339.3948,-1087.879384020671
78,339.5472,-1087.8761419242103
79,339.6996,-1087.873094751397
80,339.852,-1087.8724708797292
81,340.0044,-1087.8725477127277
82,340.1568,-1087.8729604807747
83,340.3092,-1087.8742586568596
84,340.4616,-1087.8750886444702
85,340.61400000000003,-1087.8745624865205
86,340.7664,-1087.8763542322804
87,340.9188,-1087.8782961417041
88,341.0712,-1087.8781104464292
89,341.2236,-1087.8792075931947
90,341.376,-1087.8813174670204
91,341.5284,-1087.8836343788269
92,341.6808,-1087.88492644924
93,341.8332,-1087.8878917252666
94,341.9856,-1087.8882387640115
95,342.13800000000003,-1087.8888962595938
96,342.2904,-1087.890164423597
97,342.4428,-1087.893051358445
98,342.5952,-1087.8931118654955
99,342.7476,-1087.8953779054018
100,342.9,-1087.8986429924792
101,343.0524,-1087.9013650157608
102,343.2048,-1087.90362790582
103,343.3572,-1087.904611103686
104,343.5096,-1087.9060278533077
105,343.662,-1087.911265763027
106,343.9668,-1087.9127786274198
107,344.1192,-1087.913360834659
108,344.2716,-1087.9138890263955
109,344.42400000000004,-1087.9153958122624
110,344.5764,-1087.9175911947073
111,344.7288,-1087.919827222532
112,344.8812,-1087.9248661785211
113,345.0336,-1087.9310826823707
114,345.186,-1087.9562304066014
115,345.3384,-1088.0344041018898
116,345.4908,-1088.0745092831926
117,345.6432,-1088.0783299489315
118,345.7956,-1088.0822946726623
119,345.94800000000004,-1088.0846147343154
120,346.1004,-1088.085710303035
121,346.2528,-1088.08615761079
122,346.4052,-1088.086658940292
123,346.5576,-1088.0878085307586
124,346.71,-1088.089198217879
125,346.8624,-1088.091284185295
126,347.0148,-1088.0927325187997
127,347.3196,-1088.0966717371737
128,347.472,-1088.0979413759671
129,347.7768,-1088.0993718815878
130,347.9292,-1088.1023265243166
131,348.0816,-1088.104592564223
132,348.23400000000004,-1088.1016528644354
133,348.3864,-1088.1049045751452
134,348.5388,-1088.0940915137612
135,348.6912,-1088.1113775839503
136,348.8436,-1088.1122192728715
137,348.996,-1088.0860985386776
138,349.1484,-1088.0739165258346
139,349.3008,-1088.0254378893392
140,349.4532,-1088.018551749446
141,349.6056,-1088.0180027530992
142,349.75800000000004,-1088.0000072817218
143,349.9104,-1087.9907375150615
144,350.0628,-994.3836078420616
145,350.2152,-993.9503367069999
146,350.3676,-993.3972898314627
147,350.52,-993.692616892257
148,350.6724,-993.5579117660857
149,350.8248,-993.9389967163963
150,350.9772,-993.1959208158347
151,351.1296,-993.2954246530549
152,351.282,-992.8929371306939
153,351.4344,-993.4298001223426
154,351.5868,-993.774756059367
155,351.7392,-994.6145114815901
156,351.8916,-995.1398025191554
157,352.04400000000004,-994.7603353146635
158,352.1964,-994.6202778823582
159,352.3488,-994.3542371734934
160,352.5012,-994.5149652289591
161,352.6536,-994.3057403564071
162,352.806,-994.4000545517928
163,352.9584,-994.2499542711114
164,353.1108,-994.1475713628768
165,353.2632,-994.8524319448401
166,353.4156,-994.7555369559893
167,353.56800000000004,-994.9189164932831
168,353.7204,-994.606024919356
169,353.8728,-994.7684914678723
170,354.0252,-994.7073308173789
171,354.1776,-994.0313369949346
172,354.33,-993.960401014501
173,354.4824,-993.7563865764185
174,354.6348,-994.0388775296068
175,354.7872,-994.2719736075646
176,354.9396,-994.3836434271889
177,355.092,-994.6280576016618
178,355.2444,-994.5583995890215
179,355.3968,-994.4325346024074
180,355.5492,-993.9048614193092
181,355.7016,-993.9435241107201
182,355.85400000000004,-994.0683373615332
183,356.0064,-994.9063122098801
184,356.1588,-995.0098977198978
185,356.3112,-994.9999945285842
186,356.4636,-994.0149833526024
187,356.616,-993.3583386904344
188,356.7684,-993.8301058372822
189,356.9208,-994.0243361473953
190,357.0732,-994.4917267785577
191,357.2256,-994.6644331610893
192,357.37800000000004,-994.6854350839113
193,357.5304,-994.3285472518864
194,357.6828,-993.8398821098561
195,357.8352,-993.9665291268543
196,357.9876,-993.6420751480199
197,358.14,-993.472847622387
198,358.2924,-993.5532899127699
199,358.4448,-994.5363971620433
200,358.5972,-994.8160354964633
201,358.7496,-994.1160395158021
202,358.902,-994.2313506107066
203,359.0544,-993.929704904387
204,359.2068,-994.308084682922
205,359.3592,-993.6557081075384
206,359.5116,-993.706525005704
207,359.664,-993.5817104569448
208,359.8164,-993.4756847958922
209,359.9688,-993.6451719423522
210,360.1212,-993.7701184610967
211,360.2736,-994.1418850881964
212,360.426,-993.7232527933609
213,360.5784,-994.0727691440827
214,360.7308,-993.6469608014585
215,360.8832,-994.0889306497144
216,361.0356,-994.3949207423808
217,361.18800000000005,-994.8642019555483
218,361.3404,-994.981564952957
219,361.4928,-994.6509781817917
220,361.6452,-994.7271830519578
221,361.7976,-995.009273876005
222,361.95,-994.849276064953
223,362.1024,-994.642901595413
224,362.2548,-994.3343688935785
225,362.4072,-994.5682110278659
226,362.5596,-994.9164713861829
227,362.712,-994.514879371108
228,362.8644,-994.6045760404274
229,363.0168,-994.1937779026325
230,363.1692,-994.0932642069715
231,363.3216,-993.8900601788972
232,363.474,-993.9775009737474
233,363.6264,-994.642906108786
234,363.7788,-993.8699734282586
235,363.9312,-993.5919280220655
236,364.0836,-992.895682866449
237,364.236,-993.5657635046712
238,364.3884,-993.9103463606115
239,364.5408,-994.1200871132919
240,364.6932,-994.0701539912434
241,364.8456,-993.8264686651024
242,364.99800000000005,-993.7820914466349
243,365.1504,-994.236470127902
244,365.3028,-994.7000399159671
245,365.4552,-995.0213544186815
246,365.6076,-994.6212514489112
247,365.76,-994.7223473764537
248,365.9124,-994.4785170071034
249,366.0648,-994.5395837501948
250,366.2172,-993.475806228243
251,366.3696,-993.3686932009336
252,366.522,-992.9773856239538
253,366.6744,-993.2764272957198
254,366.8268,-993.4355279769735
255,366.9792,-993.7617651480555
256,367.1316,-993.8808066672078
257,367.284,-993.492964255953
258,367.4364,-993.5443160932629
259,367.5888,-993.4802344136651
260,367.7412,-993.3926492037137
261,367.8936,-993.6966592521428
262,368.046,-993.424507521086
263,368.1984,-994.5862311755724
264,368.3508,-994.3031513141008
265,368.5032,-994.7990608189392
266,368.6556,-993.9007105956755
267,368.80800000000005,-994.0586399578397
268,368.9604,-994.2117077498436
269,369.1128,-994.4211360781616
270,369.2652,-994.1713151976534
271,369.4176,-994.2604001598573
272,369.57,-993.6846788214847
273,369.7224,-993.3296657378833
274,369.8748,-992.6159374578264
275,370.0272,-992.7406316127345
276,370.1796,-993.2276288196687
277,370.332,-993.0906504340966
278,370.4844,-992.973073874321
279,370.6368,-992.835471404164
