,NEUT,Pred_NEUT
0,267.7668,-999.1972104622366
1,268.3764,-999.1972104622366
2,269.4432,-999.1972104622366
3,269.9004,-999.1972104622366
4,275.844,-999.1972104622366
5,281.7876,-999.1972104622366
6,281.94,-999.1972104622366
7,282.0924,-999.1972104622366
8,294.4368,-999.1972104622366
9,296.2656,-999.1972104622366
10,301.1424,-999.1972104622366
11,302.2092,-999.1972104622366
12,303.1236,-999.1972104622366
13,305.4096,-999.1972104622366
14,305.8668,-999.1972104622366
15,306.0192,-999.1972104622366
16,306.4764,-999.1972104622366
17,306.6288,-999.1972104622366
18,306.9336,-999.1972104622366
19,315.0108,-999.1972104622366
20,320.3448,-999.1972104622366
21,321.2592,-999.1972104622366
22,321.564,-999.1972104622366
23,323.2404,-999.1972104622366
24,329.4888,-999.1972104622366
25,329.6412,-999.1972104622366
26,331.0128,-999.1659906096623
27,331.1652,-999.1659906096623
28,331.3176,-999.1659906096623
29,331.47,-999.1659906096623
30,331.6224,-999.1659906096623
31,331.7748,-999.1659906096623
32,331.9272,-999.1659906096623
33,332.0796,-999.1659906096623
34,332.23199999999997,-999.1659906096623
35,332.3844,-999.1659906096623
36,332.5368,-999.1659906096623
37,332.6892,-999.1659906096623
38,332.8416,-999.1659906096623
39,332.994,-999.1659906096623
40,333.1464,-999.1659906096623
41,333.2988,-999.1659906096623
42,333.4512,-999.1659906096623
43,333.6036,-999.1659906096623
44,333.756,-999.1659906096623
45,333.9084,-999.1659906096623
46,334.0608,-999.1659906096623
47,334.2132,-999.1659906096623
48,334.3656,-999.1659906096623
49,334.51800000000003,-999.1659906096623
50,334.6704,-999.1659906096623
51,334.8228,-999.1659906096623
52,334.9752,-999.1659906096623
53,335.1276,-999.1659906096623
54,335.28,-999.1533350053461
55,335.4324,-999.1659906096623
56,335.5848,-999.1659906096623
57,335.7372,-999.1659906096623
58,335.8896,-999.1659906096623
59,336.042,-999.1533350053461
60,336.1944,-999.1659906096623
61,336.3468,-999.1659906096623
62,336.4992,-999.1659906096623
63,336.6516,-999.1659906096623
64,336.80400000000003,-999.1659906096623
65,336.9564,-999.1659906096623
66,337.1088,-999.1659906096623
67,337.2612,-999.1659906096623
68,337.4136,-999.1659906096623
69,337.566,-999.1659906096623
70,337.7184,-999.1659906096623
71,337.8708,-999.1659906096623
72,338.0232,-999.1659906096623
73,338.1756,-999.1659906096623
74,338.32800000000003,-999.1659906096623
75,338.4804,-999.1659906096623
76,338.6328,-999.1659906096623
77,338.7852,-999.1659906096623
78,338.9376,-999.1659906096623
79,339.09,-999.1659906096623
80,339.2424,-999.1659906096623
81,339.3948,-999.1659906096623
82,339.5472,-999.1659906096623
83,339.6996,-999.1533350053461
84,339.852,-999.1533350053461
85,340.0044,-999.1533350053461
86,340.1568,-999.1533350053461
87,340.3092,-999.1533350053461
88,340.4616,-999.1533350053461
89,340.61400000000003,-999.1533350053461
90,340.7664,-999.1533350053461
91,340.9188,-999.1533350053461
92,341.0712,-999.1533350053461
93,341.2236,-999.1533350053461
94,341.376,-999.1533350053461
95,341.5284,-999.1533350053461
96,341.6808,-999.1533350053461
97,341.8332,-999.1533350053461
98,341.9856,-999.1533350053461
99,342.13800000000003,-999.1533350053461
100,342.2904,-999.1533350053461
101,342.4428,-999.1533350053461
102,342.5952,-999.1533350053461
103,342.7476,-999.1533350053461
104,342.9,-999.1533350053461
105,343.0524,-999.1533350053461
106,343.2048,-999.1659906096623
107,343.3572,-999.1659906096623
108,343.5096,-999.1659906096623
109,343.662,-999.1659906096623
110,343.8144,-999.1659906096623
111,343.9668,0.3958245898929663
112,344.1192,0.4010817323547494
113,344.2716,0.39981325918921107
114,344.42400000000004,0.40943392248933697
115,344.5764,0.4188053523534975
116,344.7288,0.48194140970967414
117,344.8812,0.4123519414196387
118,345.0336,0.41108346825410036
119,345.186,0.4081654493237986
120,345.3384,0.4081654493237986
121,345.4908,0.4188053523534975
122,345.6432,0.48194140970967414
123,345.7956,0.12520108503725597
124,345.94800000000004,0.4241022848935597
125,346.1004,0.41346238186386086
126,346.2528,0.41108346825410036
127,346.4052,0.4081654493237986
128,346.5576,0.4081654493237986
129,346.71,0.4081654493237986
130,346.8624,0.4081654493237986
131,347.0148,0.4081654493237986
132,347.1672,0.4081654493237986
133,347.3196,0.4081654493237986
134,347.472,0.4081654493237986
135,347.6244,0.4081654493237986
136,347.7768,0.4081654493237986
137,347.9292,0.39981325918921107
138,348.0816,0.39981325918921107
139,348.23400000000004,0.39981325918921107
140,348.3864,0.39981325918921107
141,348.5388,0.4081654493237986
142,348.6912,0.39981325918921107
143,348.8436,0.39981325918921107
144,348.996,0.39981325918921107
145,349.1484,0.39981325918921107
146,349.3008,0.39981325918921107
147,349.4532,0.39981325918921107
148,349.6056,0.39981325918921107
149,349.75800000000004,0.39981325918921107
150,349.9104,0.39981325918921107
151,350.0628,0.39981325918921107
152,350.2152,0.39981325918921107
153,350.3676,0.39981325918921107
154,350.52,0.39981325918921107
155,350.6724,0.39981325918921107
156,350.8248,0.3975134784126434
157,350.9772,0.3909977470070084
158,351.1296,0.3909977470070084
159,351.282,0.3871019134620989
160,351.4344,0.3871019134620989
161,351.5868,0.3871019134620989
162,351.7392,0.3871019134620989
163,351.8916,0.3871019134620989
164,352.04400000000004,0.3879517495000139
165,352.1964,0.3879517495000139
166,352.3488,0.42008615249254855
167,352.5012,0.42575204786026855
168,352.6536,0.42483307949124155
169,352.806,0.43485074612881297
170,352.9584,0.4331852696258291
171,353.1108,0.4401476786688752
172,353.2632,0.4400260938683879
173,353.4156,0.4400260938683879
174,353.56800000000004,0.4400260938683879
175,353.7204,0.4400260938683879
176,353.8728,0.4400260938683879
177,354.0252,0.4400260938683879
178,354.1776,0.4400260938683879
179,354.33,0.4400260938683879
180,354.4824,0.4400260938683879
181,354.6348,0.4400260938683879
182,354.7872,0.4400260938683879
183,354.9396,0.4400260938683879
184,355.092,0.4400260938683879
185,355.2444,0.4400260938683879
186,355.3968,0.4400260938683879
187,355.5492,0.4400260938683879
188,355.7016,0.4400260938683879
189,355.85400000000004,0.4400260938683879
190,356.0064,0.4400260938683879
191,356.1588,0.4400260938683879
192,356.3112,0.4400260938683879
193,356.4636,0.4400260938683879
194,356.616,0.4400260938683879
195,356.7684,0.4400260938683879
196,356.9208,0.4400260938683879
197,357.0732,0.4400260938683879
198,357.2256,0.4400260938683879
199,357.37800000000004,0.4400260938683879
200,357.5304,0.4400260938683879
201,357.6828,0.4400260938683879
202,357.8352,0.4400260938683879
203,357.9876,0.4400260938683879
204,358.14,0.4400260938683879
205,358.2924,0.4400260938683879
206,358.4448,0.4400260938683879
207,358.5972,0.4400260938683879
208,358.7496,0.4400260938683879
209,358.902,0.4400260938683879
210,359.0544,0.4400260938683879
211,359.2068,0.4416915703713718
212,359.3592,0.41346238186386086
213,359.5116,0.41346238186386086
214,359.664,0.41346238186386086
215,359.8164,0.41346238186386086
216,359.9688,0.41346238186386086
217,360.1212,0.41108346825410036
218,360.2736,0.41108346825410036
219,360.426,0.4393126567616113
220,360.5784,0.4376471802586274
221,360.7308,0.45086265728313374
222,360.8832,0.4081654493237986
223,361.0356,0.43640401877142376
224,361.18800000000005,0.4081654493237986
225,361.3404,0.43640401877142376
226,361.4928,0.4081654493237986
227,361.6452,0.43640401877142376
228,361.7976,0.4347291613283257
229,361.95,0.4347291613283257
230,362.1024,0.4347291613283257
231,362.2548,0.4347291613283257
232,362.4072,0.4347291613283257
233,362.5596,0.4347291613283257
234,362.712,0.43485074612881297
235,362.8644,0.4331852696258291
236,363.0168,0.4331852696258291
237,363.1692,0.4331852696258291
238,363.3216,0.4331852696258291
239,363.474,0.4331852696258291
240,363.6264,0.4331852696258291
241,363.7788,0.4331852696258291
242,363.9312,0.4464007466503354
243,364.0836,0.4331852696258291
244,364.236,0.43610328855613106
245,364.3884,0.4376471802586274
246,364.5408,0.43848220216589134
247,364.6932,0.43848220216589134
248,364.8456,0.43848220216589134
249,364.99800000000005,0.4119184901613643
250,365.1504,0.43848220216589134
251,365.3028,0.4401476786688752
