,NEUT,Pred_NEUT
0,335.28,-999.25
1,335.4324,-999.25
2,335.5848,-999.25
3,335.7372,-999.25
4,335.8896,-999.25
5,336.042,-999.25
6,336.1944,-999.25
7,336.3468,-999.25
8,336.4992,-999.25
9,336.6516,-999.25
10,336.80400000000003,-999.25
11,336.9564,-999.25
12,337.1088,-999.25
13,337.2612,-999.25
14,337.4136,-999.25
15,337.566,-999.25
16,337.7184,-999.25
17,337.8708,-999.25
18,338.0232,-999.25
19,338.1756,-999.25
20,338.32800000000003,-999.25
21,338.4804,-999.25
22,338.6328,-999.25
23,338.7852,-999.25
24,338.9376,-999.25
25,339.09,-999.25
26,339.2424,-999.25
27,339.3948,-999.25
28,339.5472,-999.25
29,339.6996,-999.25
30,339.852,-999.25
31,340.0044,-999.25
32,340.1568,-999.25
33,340.3092,-999.25
34,340.4616,-999.25
35,340.61400000000003,-999.25
36,340.7664,-999.25
37,340.9188,-999.25
38,341.0712,-999.25
39,341.2236,-999.25
40,341.376,-999.25
41,341.5284,-999.25
42,341.6808,-999.25
43,341.8332,-999.25
44,341.9856,-999.25
45,342.13800000000003,-999.25
46,342.2904,-999.25
47,342.4428,-999.25
48,342.5952,-999.25
49,342.7476,-999.25
50,342.9,-999.25
51,343.0524,-999.25
52,343.2048,-999.25
53,343.3572,-999.25
54,343.5096,-999.25
55,343.662,-999.25
56,343.8144,-999.25
57,343.9668,-999.25
58,344.1192,-999.25
59,344.2716,-999.25
60,344.42400000000004,-999.25
61,344.5764,-999.25
62,344.7288,-999.25
63,344.8812,-999.25
64,345.0336,-999.25
65,345.186,-999.25
66,345.3384,-999.25
67,345.4908,-999.25
68,345.6432,-999.25
69,345.7956,-999.25
70,345.94800000000004,-999.25
71,346.1004,-999.25
72,346.2528,-999.25
73,346.4052,-999.25
74,346.5576,-999.25
75,346.71,-999.25
76,346.8624,-999.25
77,347.0148,-999.25
78,347.1672,-999.25
79,347.3196,-999.25
80,347.472,-999.25
81,347.6244,-999.25
82,347.7768,-999.25
83,347.9292,-999.25
84,348.0816,-999.25
85,348.23400000000004,-999.25
86,348.3864,-999.25
87,348.5388,-999.25
88,348.6912,-999.25
89,348.8436,-999.25
90,348.996,-999.25
91,349.1484,-999.25
92,349.3008,-999.25
93,349.4532,-999.25
94,349.6056,-999.25
95,349.75800000000004,-999.25
96,349.9104,-999.25
97,350.0628,-999.25
98,350.2152,-999.25
99,350.3676,-999.25
100,350.52,-999.25
101,350.6724,-999.25
102,350.8248,-999.25
103,350.9772,-999.25
104,351.1296,-999.25
105,351.282,-999.25
106,351.4344,-999.25
107,351.5868,-999.25
108,351.7392,-999.25
109,351.8916,-999.25
110,352.04400000000004,-999.25
111,352.1964,-999.25
112,352.3488,-999.25
113,352.5012,-999.25
114,352.6536,-999.25
115,352.806,-999.25
116,352.9584,-999.25
117,353.1108,-999.25
118,353.2632,-999.25
119,353.4156,-999.25
120,353.56800000000004,-999.25
121,353.7204,-999.25
122,353.8728,-999.25
123,354.0252,-999.25
124,354.1776,-999.25
125,354.33,-999.25
126,354.4824,-999.25
127,354.6348,-999.25
128,354.7872,-999.25
129,354.9396,-999.25
130,355.092,-999.25
131,355.2444,-999.25
132,355.3968,-999.25
133,355.5492,-999.25
134,355.7016,-999.25
135,355.85400000000004,-999.25
136,356.0064,-999.25
137,356.1588,-999.25
138,356.3112,-999.25
139,356.4636,-999.25
140,356.616,-999.25
141,356.7684,-999.25
142,356.9208,-999.25
143,357.0732,-999.25
144,357.2256,-999.25
145,357.37800000000004,-999.25
146,357.5304,-999.25
147,357.6828,-999.25
148,357.8352,-999.25
149,357.9876,-999.25
150,358.14,-999.25
151,358.2924,-999.25
152,358.4448,-999.25
153,358.5972,-999.25
154,358.7496,-999.25
155,358.902,-999.25
156,359.0544,-999.25
157,359.2068,-999.25
158,359.3592,-999.25
159,359.5116,-999.25
160,359.664,-999.25
161,359.8164,-999.25
162,359.9688,-999.25
